pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-1042 b,Transit,0,1,10.13202575,0.00003028,-0.00003028,0,,,,,,,,,,,,,,,,,,0.195,0.01,-0.014,0,,,,,0,1,0,1,19h14m40.54s,288.668933,+39d49m26.4s,39.824006,659,32.13,-48.91,0,499.76,99.54,-99.54,0,15.629,,0,Kepler-band,15.672,,0,4815,86.89,-79.62,0,0.75,0.04,-0.05,0,0.72,0.03,-0.05,0,10/05/2016,Kepler
Kepler-1043 b,Transit,0,1,38.5053398,0.0001785,-0.0001785,0,,,,,,,,,,,,,,,,,,0.227,0.035,-0.021,0,,,,,0,1,0,1,18h46m39.12s,281.662983,+47d34m06.9s,47.568584,838,98.65,-65.25,0,927.4,15.93,-15.93,0,14.777,,0,Kepler-band,14.762,,0,5629,73.19,-67.58,0,0.92,0.05,-0.06,0,0.9,0.1,-0.07,0,10/05/2016,Kepler
Kepler-1044 b,Transit,0,1,6.77408868,0.00001867,-0.00001867,0,,,,,,,,,,,,,,,,,,0.238,0.055,-0.026,0,,,,,0,1,0,1,19h32m34.67s,293.144456,+46d39m58.5s,46.666237,1507,344.55,-170.91,0,1327.16,44.12,-44.12,0,15.368,,0,Kepler-band,15.306,,0,5985,112.26,-124.51,0,1.08,0.08,-0.07,0,1.11,0.25,-0.12,0,10/05/2016,Kepler
Kepler-1045 b,Transit,0,1,26.41045478,0.00007194,-0.00007194,0,,,,,,,,,,,,,,,,,,0.24,0.019,-0.014,0,,,,,0,1,0,1,18h56m43.99s,284.183296,+45d04m26.8s,45.074104,971,67.86,-56.49,0,968.44,24.5,-24.5,0,15.593,,0,Kepler-band,15.549,,0,5301,56.01,-59.81,0,0.86,0.04,-0.05,0,0.82,0.06,-0.05,0,10/05/2016,Kepler
Kepler-1046 b,Transit,0,1,14.37508035,0.00004094,-0.00004094,0,,,,,,,,,,,,,,,,,,0.153,0.011,-0.01,0,,,,,0,1,0,1,19h47m01.38s,296.755759,+46d59m53.8s,46.998291,518,35.39,-29.27,0,558.8,28.86,-28.86,0,13.286,,0,Kepler-band,13.248,,0,5913,72.81,-81.92,0,1.04,0.04,-0.04,0,1.04,0.07,-0.06,0,10/05/2016,Kepler
Kepler-1047 b,Transit,0,2,56.1886887,0.0002756,-0.0002756,0,,,,,,,,,,,,,,,,,,0.186,0.023,-0.015,0,,,,,0,1,0,1,19h14m35.10s,288.646254,+50d47m20.3s,50.788982,566,69.13,-45.45,0,837.39,10.25,-10.25,0,13.351,,0,Kepler-band,13.329,,0,5754,83.64,-75.6,0,1.08,0.05,-0.04,0,1.13,0.14,-0.09,0,10/05/2016,Kepler
Kepler-1047 c,Transit,0,2,3.18897601,0.00002038,-0.00002038,0,,,,,,,,,,,,,,,,,,0.088,0.012,-0.008,0,,,,,0,1,0,1,19h14m35.10s,288.646254,+50d47m20.3s,50.788982,566,69.13,-45.45,0,837.39,10.25,-10.25,0,13.351,,0,Kepler-band,13.329,,0,5754,83.64,-75.6,0,1.08,0.05,-0.04,0,1.13,0.14,-0.09,0,10/05/2016,Kepler
Kepler-1048 b,Transit,0,1,6.92101021,0.00002415,-0.00002415,0,,,,,,,,,,,,,,,,,,0.144,0.008,-0.007,0,,,,,0,1,0,1,18h47m35.60s,281.898352,+42d09m56.8s,42.165787,415,16.88,-20.68,0,565.03,6.06,-6.06,0,14.832,,0,Kepler-band,14.844,,0,4651,59.42,-62.38,0,0.75,0.03,-0.04,0,0.7,0.03,-0.03,0,10/05/2016,Kepler
Kepler-1049 b,Transit,0,1,3.27346074,0.00000531,-0.00000531,0,,,,,,,,,,,,,,,,,,0.085,0.009,-0.014,0,,,,,0,1,0,1,19h09m23.22s,287.346741,+47d46m22.6s,47.772957,129,9.7,-8.94,0,162.77,0.42,-0.42,0,14.22,,0,Kepler-band,14.156,,0,3864,42.03,-41.5,0,0.51,0.03,-0.03,0,0.49,0.03,-0.03,0,10/05/2016,Kepler
Kepler-105 b,Transit,0,2,5.4122,0.00002,-0.00002,0,0.066,0.003,-0.003,0,0.47,0.05,-0.47,0,85.94,1.87,-3.88,0,,,,,,0.429,0.136,-0.136,0,,,,,0,1,0,1,19h11m32.96s,287.887325,+46d16m34.5s,46.276237,465.33,5.56,-5.56,0,465.33,5.56,-5.56,0,12.791,,0,Kepler-band,12.802,,0,5827,94,-94,0,0.96,0.05,-0.05,0,0.89,0.04,-0.04,0,14/05/2014,Kepler
Kepler-105 c,Transit,0,2,7.1262,0.0002,-0.0002,0,,,,,,,,,,,,,0.01447,0.00289,-0.00267,0,Mass,0.117,0.006,-0.006,0,11.2,3,-2.56,0,1,1,0,1,19h11m32.96s,287.887325,+46d16m34.5s,46.276237,465.33,5.56,-5.56,0,465.33,5.56,-5.56,0,12.791,,0,Kepler-band,12.802,,0,5827,94,-94,0,0.96,0.05,-0.05,0,0.89,0.04,-0.04,0,07/04/2016,Kepler
Kepler-1050 b,Transit,0,2,15.3787546,0.00006915,-0.00006915,0,,,,,,,,,,,,,,,,,,0.143,0.043,-0.016,0,,,,,0,1,0,1,18h51m42.00s,282.924996,+48d37m35.0s,48.626392,555,138.97,-61.87,0,497.53,3.56,-3.56,0,13.127,,0,Kepler-band,13.072,,0,6010,90.67,-99.65,0,1.09,0.08,-0.07,0,1.13,0.29,-0.12,0,10/05/2016,Kepler
Kepler-1050 c,Transit,0,2,21.1284569,0.000112,-0.000112,0,,,,,,,,,,,,,,,,,,0.132,0.031,-0.014,0,,,,,0,1,0,1,18h51m42.00s,282.924996,+48d37m35.0s,48.626392,555,138.97,-61.87,0,497.53,3.56,-3.56,0,13.127,,0,Kepler-band,13.072,,0,6010,90.67,-99.65,0,1.09,0.08,-0.07,0,1.13,0.29,-0.12,0,10/05/2016,Kepler
Kepler-1051 b,Transit,0,1,25.96200249,0.00008634,-0.00008634,0,,,,,,,,,,,,,,,,,,0.303,0.11,-0.06,0,,,,,0,1,0,1,19h40m37.95s,295.158106,+40d53m55.9s,40.898849,1021,366.85,-202.4,0,849.58,10.66,-10.66,0,13.2,,0,Kepler-band,13.116,,0,6675,270.59,-222.6,0,1.43,0.22,-0.16,0,1.73,0.62,-0.34,0,10/05/2016,Kepler
Kepler-1052 b,Transit,0,1,34.8538276,0.000126,-0.000126,0,,,,,,,,,,,,,,,,,,0.261,0.048,-0.028,0,,,,,0,1,0,1,19h41m22.26s,295.342731,+46d36m08.2s,46.602264,1051,196.37,-117.31,0,969.58,18.02,-18.02,0,14.876,,0,Kepler-band,14.861,,0,5888,160.5,-173.26,0,1.03,0.08,-0.07,0,1.03,0.19,-0.11,0,10/05/2016,Kepler
Kepler-1053 b,Transit,0,1,2.41435165,0.00000254,-0.00000254,0,,,,,,,,,,,,,,,,,,0.087,0.004,-0.004,0,,,,,0,1,0,1,19h25m40.47s,291.418635,+39d07m38.7s,39.127415,171,8.71,-8.49,0,151.79,0.39,-0.39,0,13.156,,0,Kepler-band,13.209,,0,4529,81.74,-98.25,0,0.74,0.03,-0.04,0,0.69,0.03,-0.03,0,10/05/2016,Kepler
Kepler-1054 b,Transit,0,1,4.30655689,0.00001426,-0.00001426,0,,,,,,,,,,,,,,,,,,0.235,0.103,-0.047,0,,,,,0,1,0,1,19h22m24.28s,290.601152,+44d33m23.0s,44.556385,1050,453.08,-165.23,0,1125.71,23.78,-23.78,0,14.136,,0,Kepler-band,14.085,,0,6209,106.61,-147.02,0,1.22,0.18,-0.1,0,1.34,0.58,-0.2,0,10/05/2016,Kepler
Kepler-1055 b,Transit,0,1,2.29503623,0.00000347,-0.00000347,0,,,,,,,,,,,,,,,,,,0.11,0.006,-0.005,0,,,,,0,1,0,1,19h21m56.83s,290.486779,+44d55m57.4s,44.932617,422,21.34,-18.86,0,393.82,2.48,-2.48,0,13.09,,0,Kepler-band,13.073,,0,5723,76.28,-61.68,0,0.98,0.03,-0.04,0,0.94,0.04,-0.04,0,10/05/2016,Kepler
Kepler-1056 b,Transit,0,1,27.495606,0.0001457,-0.0001457,0,,,,,,,,,,,,,,,,,,0.269,0.119,-0.054,0,,,,,0,1,0,1,19h58m06.24s,299.52598,+46d53m57.3s,46.899261,971,414.07,-179.4,0,1010.77,20.3,-20.3,0,14.55,,0,Kepler-band,14.56,,0,6127,199.75,-285.27,0,1.12,0.2,-0.12,0,1.2,0.51,-0.21,0,10/05/2016,Kepler
Kepler-1057 b,Transit,0,1,14.08827448,0.00004045,-0.00004045,0,,,,,,,,,,,,,,,,,,0.3,0.098,-0.046,0,,,,,0,1,0,1,19h49m48.52s,297.452152,+41d33m29.2s,41.558124,1462,514.61,-242.38,0,1242.74,47.4,-47.4,0,15.624,,0,Kepler-band,15.608,,0,5987,293.78,-296.99,0,1.07,0.15,-0.11,0,1.1,0.36,-0.17,0,10/05/2016,Kepler
Kepler-1058 b,Transit,0,1,110.96546,0.001146,-0.001146,0,,,,,,,,,,,,,,,,,,0.243,0.01,-0.029,0,,,,,0,1,0,1,19h38m22.99s,294.595783,+45d52m30.1s,45.875034,525,27.28,-34.51,0,890.77,94.02,-94.02,0,15.498,,0,Kepler-band,15.504,,0,4644,89.85,-112.73,0,0.73,0.04,-0.05,0,0.69,0.03,-0.04,0,10/05/2016,Kepler
Kepler-1059 b,Transit,0,1,3.76419105,0.00000954,-0.00000954,0,,,,,,,,,,,,,,,,,,0.154,0.011,-0.013,0,,,,,0,1,0,1,19h16m52.85s,289.220209,+41d42m23.3s,41.706486,673,39.99,-58.05,0,727.78,16.43,-16.43,0,15.484,,0,Kepler-band,15.489,,0,4906,81.53,-62.34,0,0.75,0.04,-0.06,0,0.72,0.04,-0.06,0,10/05/2016,Kepler
Kepler-106 b,Transit,0,4,6.16486,,,0,,,,,,,,,,,,,0.01668,,,1,Mass,0.073,0.01,-0.01,0,,,,,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,449.98,6.13,-6.13,0,449.98,6.13,-6.13,0,12.882,,0,Kepler-band,12.839,,0,5858,114,-114,0,1,0.06,-0.06,0,1.04,0.17,-0.17,0,13/10/2016,Kepler
Kepler-106 c,Transit,0,4,13.5708,,,0,,,,,,,,,,,,,0.033,0.01,-0.01,0,Mass,0.223,0.029,-0.029,0,3.28,1.56,-1.56,0,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,449.98,6.13,-6.13,0,449.98,6.13,-6.13,0,12.882,,0,Kepler-band,12.839,,0,5858,114,-114,0,1,0.06,-0.06,0,1.04,0.17,-0.17,0,14/05/2014,Kepler
Kepler-106 d,Transit,0,4,23.9802,,,0,,,,,,,,,,,,,0.02549,,,1,Mass,0.085,0.012,-0.012,0,,,,,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,449.98,6.13,-6.13,0,449.98,6.13,-6.13,0,12.882,,0,Kepler-band,12.839,,0,5858,114,-114,0,1,0.06,-0.06,0,1.04,0.17,-0.17,0,13/10/2016,Kepler
Kepler-106 e,Transit,0,4,43.8445,,,0,,,,,,,,,,,,,0.035,0.018,-0.018,0,Mass,0.228,0.029,-0.029,0,3.1,2.07,-2.07,0,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,449.98,6.13,-6.13,0,449.98,6.13,-6.13,0,12.882,,0,Kepler-band,12.839,,0,5858,114,-114,0,1,0.06,-0.06,0,1.04,0.17,-0.17,0,14/05/2014,Kepler
Kepler-1060 b,Transit,0,1,46.8779367,0.000305,-0.000305,0,,,,,,,,,,,,,,,,,,0.212,0.04,-0.026,0,,,,,0,1,0,1,19h04m06.05s,286.025189,+39d37m51.3s,39.630929,861,165.87,-101.78,0,972.87,21.38,-21.38,0,14.632,,0,Kepler-band,14.637,,0,5797,180.98,-198.61,0,0.99,0.08,-0.07,0,0.99,0.19,-0.11,0,10/05/2016,Kepler
Kepler-1061 b,Transit,0,1,2.75798267,0.00000388,-0.00000388,0,,,,,,,,,,,,,,,,,,0.177,0.01,-0.033,0,,,,,0,1,0,1,19h44m55.20s,296.230004,+50d16m30.8s,50.27523,585,33.45,-28.54,0,552.02,4.46,-4.46,0,13.263,,0,Kepler-band,13.204,,0,6067,71.81,-59.04,0,1.09,0.04,-0.04,0,1.07,0.06,-0.05,0,10/05/2016,Kepler
Kepler-1062 b,Transit,0,1,9.30412078,0.00002394,-0.00002394,0,,,,,,,,,,,,,,,,,,0.157,0.008,-0.009,0,,,,,0,1,0,1,18h55m35.86s,283.899402,+41d13m17.8s,41.221607,388,15.95,-16.69,0,402.04,3.66,-3.66,0,14.796,,0,Kepler-band,14.805,,0,4597,61.91,-73.2,0,0.75,0.03,-0.04,0,0.7,0.02,-0.03,0,10/05/2016,Kepler
Kepler-1063 b,Transit,0,1,14.07971466,0.00002871,-0.00002871,0,,,,,,,,,,,,,,,,,,0.133,0.036,-0.017,0,,,,,0,1,0,1,19h22m06.42s,290.52675,+38d08m34.7s,38.142973,365,95.13,-48.81,0,,,,,12.261,,0,Kepler-band,,,,5945,188.84,-155.38,0,1.09,0.11,-0.07,0,1.14,0.3,-0.14,0,10/05/2016,Kepler
Kepler-1064 b,Transit,0,1,16.54080322,0.00004111,-0.00004111,0,,,,,,,,,,,,,,,,,,0.138,0.006,-0.004,0,,,,,0,1,0,1,19h26m57.99s,291.741637,+37d41m20.2s,37.688934,374,11.51,-11.47,0,,,,,13.755,,0,Kepler-band,13.741,,0,5153,80.62,-59.98,0,0.85,0.03,-0.03,0,0.79,0.02,-0.02,0,10/05/2016,Kepler
Kepler-1065 b,Transit,0,2,3.60930891,0.0000051,-0.0000051,0,,,,,,,,,,,,,,,,,,0.333,0.057,-0.032,0,,,,,0,1,0,1,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,1078,190.09,-110.73,0,1157.55,47.19,-47.19,0,15.54,,0,Kepler-band,15.502,,0,5635,166.04,-202.38,0,0.94,0.07,-0.06,0,0.93,0.16,-0.09,0,10/05/2016,Kepler
Kepler-1065 c,Transit,0,2,2.37030743,0.00001691,-0.00001691,0,,,,,,,,,,,,,,,,,,0.143,0.021,-0.015,0,,,,,0,1,0,1,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,1078,190.09,-110.73,0,1157.55,47.19,-47.19,0,15.54,,0,Kepler-band,15.502,,0,5635,166.04,-202.38,0,0.94,0.07,-0.06,0,0.93,0.16,-0.09,0,10/05/2016,Kepler
Kepler-1066 b,Transit,0,1,1.93155984,0.00000157,-0.00000157,0,,,,,,,,,,,,,,,,,,0.211,0.045,-0.029,0,,,,,0,1,0,1,19h55m27.98s,298.866564,+46d30m08.1s,46.502239,399,88.89,-48.38,0,347.69,2.55,-2.55,0,13.007,,0,Kepler-band,13.024,,0,5762,287.38,-209.47,0,0.98,0.11,-0.07,0,0.98,0.2,-0.11,0,10/05/2016,Kepler
Kepler-1067 b,Transit,0,1,0.76212926,0.00000273,-0.00000273,0,,,,,,,,,,,,,,,,,,0.071,0.011,-0.005,0,,,,,0,1,0,1,19h01m32.98s,285.387409,+45d02m56.6s,45.049053,689,114.29,-50.5,0,680.75,8.49,-8.49,0,14.305,,0,Kepler-band,14.273,,0,5592,63.05,-65.87,0,0.95,0.04,-0.04,0,0.93,0.16,-0.06,0,10/05/2016,Kepler
Kepler-1068 b,Transit,0,1,16.92344113,0.00005446,-0.00005446,0,,,,,,,,,,,,,,,,,,0.324,0.079,-0.033,0,,,,,0,1,0,1,19h38m35.56s,294.648164,+46d23m32.5s,46.392365,1532,378.14,-166.32,0,1536.68,76.55,-76.55,0,15.818,,0,Kepler-band,15.832,,0,5806,123.65,-169.98,0,1.01,0.07,-0.07,0,1.01,0.25,-0.1,0,10/05/2016,Kepler
Kepler-1069 b,Transit,0,1,23.8990296,0.0001497,-0.0001497,0,,,,,,,,,,,,,,,,,,0.143,0.028,-0.012,0,,,,,0,1,0,1,19h23m55.04s,290.979329,+47d59m20.4s,47.989002,435,76.6,-38.7,0,710.23,6.59,-6.59,0,13.153,,0,Kepler-band,13.098,,0,5722,88.79,-104.94,0,0.99,0.05,-0.05,0,0.98,0.17,-0.08,0,10/05/2016,Kepler
Kepler-107 b,Transit,0,4,3.1800218,0.0000029,-0.0000029,0,0.04544,0.00035,-0.00035,0,0,,,0,89.05,0.67,-0.67,0,0.01104,0.00478,-0.00478,0,Mass,0.137,0.002,-0.002,0,5.3,2.3,-2.3,0,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.5,5.5,-5.5,0,534.05,5.77,-5.77,0,12.7,,0,V (Johnson),12.463,,0,5854,61,-61,0,1.24,0.03,-0.03,0,1.45,0.01,-0.01,0,11/07/2019,Kepler
Kepler-107 c,Transit,0,4,4.901452,0.00001,-0.00001,0,0.06064,0.00047,-0.00047,0,0,,,0,89.49,0.34,-0.44,0,0.02954,0.00557,-0.00557,0,Mass,0.142,0.002,-0.002,0,12.65,2.45,-2.45,0,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.5,5.5,-5.5,0,534.05,5.77,-5.77,0,12.7,,0,V (Johnson),12.463,,0,5854,61,-61,0,1.24,0.03,-0.03,0,1.45,0.01,-0.01,0,11/07/2019,Kepler
Kepler-107 d,Transit,0,4,7.95839,0.00012,-0.00012,0,0.08377,0.00065,-0.00065,0,0,,,0,87.55,0.64,-0.48,0,0.01196,,,1,Mass,0.077,0.005,-0.005,0,33.1,,,1,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.5,5.5,-5.5,0,534.05,5.77,-5.77,0,12.7,,0,V (Johnson),12.463,,0,5854,61,-61,0,1.24,0.03,-0.03,0,1.45,0.01,-0.01,0,11/07/2019,Kepler
Kepler-107 e,Transit,0,4,14.749143,0.000019,-0.000019,0,0.12639,0.00099,-0.00099,0,0,,,0,89.67,0.22,-0.22,0,0.02706,0.01133,-0.01133,0,Mass,0.259,0.003,-0.003,0,2,0.82,-0.82,0,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.5,5.5,-5.5,0,534.05,5.77,-5.77,0,12.7,,0,V (Johnson),12.463,,0,5854,61,-61,0,1.24,0.03,-0.03,0,1.45,0.01,-0.01,0,11/07/2019,Kepler
Kepler-1070 b,Transit,0,1,6.2216147,0.00001944,-0.00001944,0,,,,,,,,,,,,,,,,,,0.154,0.072,-0.022,0,,,,,0,1,0,1,19h32m46.89s,293.195374,+49d18m59.4s,49.316502,1040,474.23,-158.43,0,965.14,12.26,-12.26,0,13.977,,0,Kepler-band,13.913,,0,6261,114.14,-114.36,0,1.21,0.2,-0.1,0,1.32,0.61,-0.19,0,10/05/2016,Kepler
Kepler-1071 b,Transit,0,1,6.1799844,0.00001367,-0.00001367,0,,,,,,,,,,,,,,,,,,0.212,0.006,-0.012,0,,,,,0,1,0,1,19h32m13.92s,293.057996,+45d14m55.7s,45.248817,964,33.86,-37,0,1072.45,49.12,-49.12,0,15.801,,0,Kepler-band,15.829,,0,5215,78.36,-83.32,0,0.86,0.03,-0.04,0,0.81,0.03,-0.03,0,10/05/2016,Kepler
Kepler-1072 b,Transit,0,1,1.5690665,0.0000029,-0.0000029,0,,,,,,,,,,,,,,,,,,0.141,0.064,-0.021,0,,,,,0,1,0,1,19h28m10.65s,292.04438,+46d19m44.5s,46.329025,976,433.82,-149.65,0,1011.31,15.63,-15.63,0,13.93,,0,Kepler-band,13.842,,0,6199,102.85,-123.19,0,1.2,0.19,-0.09,0,1.32,0.6,-0.2,0,10/05/2016,Kepler
Kepler-1073 b,Transit,0,2,8.67888593,0.00002409,-0.00002409,0,,,,,,,,,,,,,,,,,,0.205,0.044,-0.022,0,,,,,0,1,0,1,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,837,184.95,-97.84,0,829.04,13.45,-13.45,0,14.523,,0,Kepler-band,14.532,,0,5792,252.91,-186.16,0,1,0.1,-0.07,0,1,0.21,-0.11,0,10/05/2016,Kepler
Kepler-1073 c,Transit,0,2,4.02582254,0.00001484,-0.00001484,0,,,,,,,,,,,,,,,,,,0.146,0.03,-0.016,0,,,,,0,1,0,1,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,837,184.95,-97.84,0,829.04,13.45,-13.45,0,14.523,,0,Kepler-band,14.532,,0,5792,252.91,-186.16,0,1,0.1,-0.07,0,1,0.21,-0.11,0,10/05/2016,Kepler
Kepler-1074 b,Transit,0,1,5.94566534,0.00001443,-0.00001443,0,,,,,,,,,,,,,,,,,,0.112,0.021,-0.008,0,,,,,0,1,0,1,18h57m54.37s,284.476545,+46d15m09.3s,46.252579,245,10.93,-10.74,0,252.64,1.48,-1.48,0,15.026,,0,Kepler-band,15.006,,0,4002,33.45,-33.56,0,0.6,0.02,-0.03,0,0.57,0.02,-0.02,0,10/05/2016,Kepler
Kepler-1075 b,Transit,0,1,1.52372816,0.0000027,-0.0000027,0,,,,,,,,,,,,,,,,,,0.127,0.014,-0.029,0,,,,,0,1,0,1,19h10m00.28s,287.501179,+47d28m09.4s,47.469269,265,16.12,-16.9,0,293.62,4.95,-4.95,0,15.313,,0,Kepler-band,15.37,,0,3959,39.29,-38.69,0,0.56,0.03,-0.03,0,0.54,0.02,-0.03,0,10/05/2016,Kepler
Kepler-1076 b,Transit,0,1,6.14727918,0.00002112,-0.00002112,0,,,,,,,,,,,,,,,,,,0.071,0.004,-0.003,0,,,,,0,1,0,1,19h10m21.62s,287.590098,+51d03m38.1s,51.060574,199,4.68,-5.68,0,,,,,12.906,,0,Kepler-band,12.949,,0,4868,38.24,-45.61,0,0.79,0.03,-0.04,0,0.74,0.01,-0.02,0,10/05/2016,Kepler
Kepler-1077 b,Transit,0,1,34.3511874,0.0001503,-0.0001503,0,,,,,,,,,,,,,,,,,,0.247,0.062,-0.029,0,,,,,0,1,0,1,19h24m08.07s,291.033636,+42d16m04.3s,42.26786,1098,254.3,-106.41,0,1137.02,30.03,-30.03,0,14.998,,0,Kepler-band,14.998,,0,5816,99.93,-113.54,0,1.02,0.06,-0.05,0,1.02,0.23,-0.09,0,10/05/2016,Kepler
Kepler-1078 b,Transit,0,1,3.00725242,0.00001242,-0.00001242,0,,,,,,,,,,,,,,,,,,0.17,0.027,-0.029,0,,,,,0,1,0,1,19h32m48.14s,293.200589,+43d03m00.1s,43.050037,1215,163.49,-99.25,0,2672.84,274.31,-274.31,0,15.62,,0,Kepler-band,15.607,,0,5612,100.22,-123.53,0,0.94,0.05,-0.05,0,0.92,0.12,-0.07,0,10/05/2016,Kepler
Kepler-1079 b,Transit,0,1,13.24503188,0.00004886,-0.00004886,0,,,,,,,,,,,,,,,,,,0.145,0.029,-0.025,0,,,,,0,1,0,1,19h58m11.88s,299.549499,+45d46m11.1s,45.769753,481,94.52,-80.38,0,,,,,12.584,,0,Kepler-band,,,,5758,90.64,-84.62,0,1.08,0.12,-0.06,0,1.36,0.27,-0.23,0,10/05/2016,Kepler
Kepler-108 b,Transit,0,2,49.183921,0.000054,-0.000054,0,0.292,,,0,,,,,,,,,,,,,,0.772,0.043,-0.043,0,,,,,0,1,0,1,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,729,39.62,-44.62,0,,,,,12.654,,0,Kepler-band,13.084,,0,5854,92,-92,0,,,,,2.19,0.12,-0.12,0,14/05/2014,Kepler
Kepler-108 c,Transit,0,2,190.323494,0.000988,-0.000988,0,0.721,,,0,,,,,,,,,,,,,,0.73,0.045,-0.045,0,,,,,1,1,0,1,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,729,39.62,-44.62,0,,,,,12.654,,0,Kepler-band,13.084,,0,5854,92,-92,0,,,,,2.19,0.12,-0.12,0,14/05/2014,Kepler
Kepler-1080 b,Transit,0,1,77.2548396,0.0003198,-0.0003198,0,,,,,,,,,,,,,,,,,,0.293,0.101,-0.045,0,,,,,0,1,0,1,19h45m51.49s,296.464522,+49d10m58.5s,49.182915,688,235.96,-84.39,0,1440.16,28.64,-28.64,0,13.754,,0,Kepler-band,13.409,,0,5956,70.4,-87.98,0,1.1,0.1,-0.06,0,1.16,0.4,-0.14,0,10/05/2016,Kepler
Kepler-1081 b,Transit,0,1,3.85691855,0.00000966,-0.00000966,0,,,,,,,,,,,,,,,,,,0.09,0.009,-0.006,0,,,,,0,1,0,1,19h17m46.68s,289.44452,+41d19m03.9s,41.317757,425,38.43,-26.12,0,425.37,2.82,-2.82,0,13.746,,0,Kepler-band,13.711,,0,5345,67.9,-84.9,0,0.88,0.04,-0.04,0,0.84,0.07,-0.05,0,10/05/2016,Kepler
Kepler-1082 b,Transit,0,1,1.5432066,0.00000454,-0.00000454,0,,,,,,,,,,,,,,,,,,0.1,0.016,-0.012,0,,,,,0,1,0,1,19h17m26.08s,289.358672,+50d35m54.5s,50.598484,628,99.24,-71.22,0,755.68,8,-8,0,13.38,,0,Kepler-band,13.342,,0,5923,80.65,-64.28,0,1.03,0.06,-0.06,0,1.14,0.18,-0.13,0,10/05/2016,Kepler
Kepler-1083 b,Transit,0,1,33.4177993,0.0001854,-0.0001854,0,,,,,,,,,,,,,,,,,,0.3,0.014,-0.056,0,,,,,0,1,0,1,18h52m38.87s,283.161951,+45d11m53.9s,45.198315,912,44.74,-48.65,0,926.26,25.44,-25.44,0,15.824,,0,Kepler-band,15.85,,0,5049,45.47,-46.43,0,0.81,0.04,-0.04,0,0.77,0.03,-0.04,0,10/05/2016,Kepler
Kepler-1084 b,Transit,0,1,2.05333679,0.00000413,-0.00000413,0,,,,,,,,,,,,,,,,,,0.099,0.021,-0.013,0,,,,,0,1,0,1,19h20m24.47s,290.101971,+48d15m04.1s,48.251137,427,88.85,-58.07,0,410.24,5.63,-5.63,0,12.217,,0,Kepler-band,12.158,,0,6113,63.72,-75.56,0,1.12,0.07,-0.06,0,1.28,0.27,-0.17,0,10/05/2016,Kepler
Kepler-1085 b,Transit,0,2,219.3217528,0.0008946,-0.0008946,0,,,,,,,,,,,,,,,,,,0.644,0.158,-0.066,0,,,,,0,1,0,1,19h09m54.64s,287.477648,+46d08m28.3s,46.141186,1518,411.02,-156.98,0,1420.2,47.14,-47.14,0,15.273,,0,Kepler-band,15.247,,0,6000,83.83,-89.9,0,1.11,0.09,-0.06,0,1.14,0.31,-0.11,0,10/05/2016,Kepler
Kepler-1085 c,Transit,0,2,56.7771,,,0,,,,0,,,,0,,,,0,,,,0,,0.292,,,0,,,,0,0,1,0,0,19h09m54.64s,287.477648,+46d08m28.3s,46.141186,1518,411.02,-156.98,0,1420.2,47.14,-47.14,0,15.273,,0,Kepler-band,15.247,,0,6000,83.83,-89.9,0,1.11,0.09,-0.06,0,1.14,0.31,-0.11,0,03/09/2020,Kepler
