kepid,kepoi_name,kepler_name,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_model_snr,koi_smet,koi_smet_err1,koi_smet_err2
4725681,K00817.01,Kepler-236 c,0,,,0.416,0.053,-0.416,0.1322,,,45.2,18.8,-18.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2575,0.4768,q1_q17_dr25_koi,27.5,0.1,0.15,-0.15
4725681,K00817.02,Kepler-236 b,0,,,0.888,0.062,-0.612,0.0652,,,24.8,12.1,-12.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2575,0.4768,q1_q17_dr25_koi,17.9,0.1,0.15,-0.15
4913852,K00818.01,Kepler-691 b,0,,,0.573,0,-0.468,0.0649,,,23.58,7.5,-7.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2964,0.4262,q1_q17_dr25_koi,56.4,0.28,0.15,-0.15
4932348,K00819.01,,0,,,0.501,0.003,-0.005,0.2252,,,78.037,0.655,-0.655,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2193,0.4785,q1_q17_dr25_koi,1300,0.36,0.1,-0.3
4936180,K00820.01,,0,,,1.28,0.098,-0.07,0.0503,,,1.354,0.242,-0.242,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3,0.2852,q1_q17_dr25_koi,296.9,-1.66,0.3,-0.2
11913073,K00011.01,,0,,,1.121,1.104,-0.035,0.046,,,1.868,0.888,-0.888,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,138.2,-0.04,0.3,-0.3
10875245,K00117.01,Kepler-107 e,0,,,0.173,0.262,-0.173,0.1221,,,18.56,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,107.4,0.26,0.1,-0.1
5021899,K00821.01,Kepler-692 b,0,,,0.053,0.394,-0.053,0.1495,,,39.183,0.644,-0.644,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2291,0.4603,q1_q17_dr25_koi,37.8,0.08,0.25,-0.3
5077629,K00822.01,,0,,,0.733,0.01,-0.011,0.0737,,,15.534,0.706,-0.706,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2865,0.3556,q1_q17_dr25_koi,389,-0.4,0.3,-0.3
5115978,K00823.01,,0,,,1.5734,0.2599,-0.3164,0.0197,,,2.891,0.184,-0.184,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.303,0.3107,q1_q16_koi,89.6,-0.44,0.28,-0.3
5164255,K00824.01,Kepler-693 b,0,,,0.692,0.033,-0.066,0.1121,,,31.24,6.9,-6.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,166,0.16,0.15,-0.15
5252423,K00825.01,Kepler-237 c,0,,,0.047,0.409,-0.047,0.0712,,,20.09,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1142,0.6188,q1_q17_dr25_koi,39.3,-0.08,0.3,-0.3
5252423,K00825.02,Kepler-237 b,0,,,0.258,0.195,-0.258,0.0496,,,14.18,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1142,0.6188,q1_q17_dr25_koi,21.3,-0.08,0.3,-0.3
5272878,K00826.01,Kepler-694 b,0,,,0.524,0.009,-0.46,0.0659,,,14.46,4.4,-4.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2711,0.3858,q1_q17_dr25_koi,70.8,-0.18,0.3,-0.3
5283542,K00827.01,,0,,,0.941,0.017,-0.618,0.066,,,6.53,3.2,-3.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2889,0.3511,q1_q17_dr25_koi,50.3,-0.08,0.25,-0.3
5649215,K00839.01,,0,,,1.241,1.295,-0.135,0.0351,,,1.749,0.818,-0.818,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,110.2,-0.12,0.3,-0.3
5651104,K00840.01,Kepler-695 b,0,,,0.736,0.013,-0.024,0.0374,,,10.41,1,-1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1611,0.5575,q1_q17_dr25_koi,568.2,-0.06,0.3,-0.3
5792202,K00841.01,Kepler-27 b,0,,,0.773,0.006,-0.543,0.1179,,,21.65,9.1,-9.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,86.6,0.21,0.15,-0.15
10875245,K00117.04,Kepler-107 d,0,,,0.706,0.237,-0.494,0.0809,,,10.01,5,-5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,14.7,0.26,0.1,-0.1
5792202,K00841.02,Kepler-27 c,0,,,0.798,0.021,-0.043,0.1898,,,33.19,8,-8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,117.2,0.21,0.15,-0.15
5370302,K00831.01,,0,,,0.709,0.011,-0.015,0.0484,,,6.856,0.384,-0.384,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,323.4,-0.06,0.25,-0.3
5372966,K00832.01,,0,,,0.377,0.009,-0.009,0.081,,,23.029,0.266,-0.266,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2865,0.3556,q1_q17_dr25_koi,1671.1,-0.4,0.3,-0.3
5376067,K00833.01,,0,,,1.276,6.027,-0.214,0.0482,,,5.42,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2965,0.3342,q1_q17_dr25_koi,117.2,-0.38,0.3,-0.3
5436502,K00834.01,Kepler-238 e,0,,,0.008,0.169,-0.008,0.1658,,,23.142,0.107,-0.107,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,266.3,0.3,0.1,-0.15
5436502,K00834.02,Kepler-238 d,0,,,0.014,0.399,-0.014,0.1126,,,15.32,0.566,-0.566,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,49.1,0.3,0.1,-0.15
5436502,K00834.03,Kepler-238 c,0,,,0.235,0.204,-0.235,0.0676,,,9.34,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,35.1,0.3,0.1,-0.15
5436502,K00834.04,Kepler-238 b,0,,,0.746,0.053,-0.521,0.0329,,,3.32,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,19.9,0.3,0.1,-0.15
10875245,K00117.03,Kepler-107 b,0,,,0.196,0.242,-0.196,0.0439,,,6.751,0.764,-0.764,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,50.4,0.26,0.1,-0.1
5436502,K00834.05,Kepler-238 f,0,,,0.379,0.111,-0.378,0.2747,,,50.9,18.4,-18.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,19.4,0.3,0.1,-0.15
5456651,K00835.01,Kepler-239 b,0,,,0.048,0.393,-0.048,0.0954,,,31.76,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,48.9,0.16,0.15,-0.15
5456651,K00835.02,Kepler-239 c,0,,,0.7,0.208,-0.496,0.2707,,,90.7,34.8,-34.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,20.9,0.16,0.15,-0.15
5481416,K00836.01,,0,,,1.178,5.685,-0.115,0.0308,,,2.27,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1196,0.6106,q1_q17_dr25_koi,50.5,-0.22,0.3,-0.3
5531576,K00837.01,Kepler-240 c,0,,,0.3,0.145,-0.3,0.0712,,,22.68,5.5,-5.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1017,0.6385,q1_q17_dr25_koi,38.4,0.18,0.15,-0.15
5531576,K00837.02,Kepler-240 b,0,,,0.004,0.471,-0.003,0.0461,,,13.767,0.769,-0.769,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1017,0.6385,q1_q17_dr25_koi,22.8,0.18,0.15,-0.15
5534814,K00838.01,,0,,,1.259,1.089,-0.178,0.0571,,,8.29,3.3,-3.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2889,0.3511,q1_q17_dr25_koi,269.7,-0.1,0.25,-0.3
6291653,K00850.01,Kepler-702 b,0,,,0.644,0.031,-0.045,0.088,,,28.26,3.9,-3.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2434,0.4341,q1_q17_dr25_koi,482.3,-0.2,0.3,-0.3
6392727,K00851.01,Kepler-703 b,0,,,0.045,0.319,-0.045,0.0535,,,13.672,0.277,-0.277,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,99.5,-0.12,0.3,-0.3
6422070,K00852.01,Kepler-704 b,0,,,0.926,0,-0.663,0.047,,,3.73,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,35.9,0.1,0.25,-0.3
6428700,K00853.01,Kepler-242 b,0,,,0.823,0.001,-0.58,0.0735,,,13.23,6.2,-6.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5746,q1_q17_dr25_koi,54.4,0.1,0.25,-0.3
6428700,K00853.02,Kepler-242 c,0,,,0.97,0.002,-0.663,0.1074,,,9.85,4.9,-4.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5746,q1_q17_dr25_koi,25.7,0.1,0.25,-0.3
5792202,K00841.03,,0,,,0.644,0.295,-0.438,0.0668,,,14.52,5.1,-5.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,24.8,0.21,0.15,-0.15
5794379,K00842.01,Kepler-241 b,0,,,0.427,0.016,-0.427,0.0934,,,29.5,12.8,-12.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1196,0.6106,q1_q17_dr25_koi,52.7,-0.22,0.3,-0.3
5794379,K00842.02,Kepler-241 c,0,,,0.26,0.145,-0.26,0.1871,,,63.84,9.8,-9.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1196,0.6106,q1_q17_dr25_koi,51.7,-0.22,0.3,-0.3
5881688,K00843.01,Kepler-696 b,0,,,0.458,0.004,-0.377,0.0535,,,10.6,3.3,-3.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2826,0.3729,q1_q17_dr25_koi,240.6,0.2,0.2,-0.3
6022556,K00844.01,Kepler-697 b,0,,,0.023,0.323,-0.023,0.0471,,,9.6255,0.0157,-0.0157,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,116.1,0.14,0.15,-0.15
6032497,K00845.01,Kepler-698 b,0,,,0.791,0.091,-0.541,0.1255,,,13.31,6.4,-6.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2889,0.3511,q1_q17_dr25_koi,74.6,-0.06,0.3,-0.3
6061119,K00846.01,Kepler-699 b,0,,,0.782,0.002,-0.003,0.1711,,,43.26,0.527,-0.527,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2865,0.3556,q1_q17_dr25_koi,748.1,-0.52,0.3,-0.3
6191521,K00847.01,Kepler-700 b,0,,,0.527,0.08,-0.309,0.3577,,,50.5,14.5,-14.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2286,0.4641,q1_q17_dr25_koi,160.9,0.16,0.15,-0.1
6267425,K00848.01,,0,,,1.266,6.924,-0.102,0.0371,,,4.05,2,-2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1731,0.5396,q1_q17_dr25_koi,122.1,-0.36,0.35,-0.3
3531558,K00118.01,Kepler-467 b,0,,,0.686,0.015,-0.505,0.1651,,,24.1,9.8,-9.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2678,0.3958,q1_q17_dr25_koi,62,0,0.15,-0.15
6276477,K00849.01,Kepler-701 b,0,,,0.029,0.429,-0.029,0.0895,,,25.51,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,49.2,0.02,0.25,-0.3
6863998,K00867.01,Kepler-709 b,0,,,0.867,0.011,-0.613,0.1173,,,17.79,8.2,-8.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1959,0.5086,q1_q17_dr25_koi,62.6,0,0.25,-0.3
6867155,K00868.01,,0,,,0.778,0.006,-0.008,0.6534,,,184.83,7.9,-7.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0563,0.7032,q1_q17_dr25_koi,271.8,0.12,0.15,-0.15
6948054,K00869.01,Kepler-245 b,0,,,0.02,0.404,-0.02,0.0703,,,21.59,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.153,0.5684,q1_q17_dr25_koi,53,0.04,0.15,-0.15
6948054,K00869.02,Kepler-245 d,0,,,0.035,0.379,-0.035,0.2012,,,59.91,1.6,-1.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.153,0.5684,q1_q17_dr25_koi,45.5,0.04,0.15,-0.15
6948054,K00869.03,Kepler-245 c,0,,,0.594,0.326,-0.377,0.1236,,,49.3,19.7,-19.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.153,0.5684,q1_q17_dr25_koi,22.6,0.04,0.15,-0.15
6435936,K00854.01,Kepler-705 b,0,,,0.018,0.413,-0.018,0.228,,,94.7,7.6,-7.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3107,0.423,q1_q17_dr25_koi,27.4,0.26,0.15,-0.15
6522242,K00855.01,Kepler-706 b,0,,,0.377,0.016,-0.029,0.2162,,,67.69,2,-2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2665,0.398,q1_q17_dr25_koi,907.8,-0.46,0.3,-0.3
6526710,K00856.01,,0,,,0.881,0.003,-0.003,0.2311,,,29.734,0.507,-0.507,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2916,0.3447,q1_q17_dr25_koi,561.1,-0.18,0.3,-0.3
6587280,K00857.01,Kepler-243 b,0,,,0.348,0.098,-0.347,0.0611,,,16.74,4,-4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,59.4,0.24,0.2,-0.3
9471974,K00119.01,Kepler-108 B b,0,,,0.035,0.361,-0.035,0.2829,,,34.34,0.638,-0.638,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,355.7,0.36,0.1,-0.15
6587280,K00857.02,Kepler-243 c,0,,,0.957,0.003,-0.689,0.1409,,,34.9,17.4,-17.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.186,0.5256,q1_q17_dr25_koi,10.7,0.24,0.2,-0.3
6599919,K00858.01,,0,,,1.081,0.347,-0.119,0.1061,,,20.24,2.2,-2.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2787,0.3728,q1_q17_dr25_koi,184.1,-0.26,0.3,-0.3
6675056,K00859.01,,0,,,0.23,0.799,-0.23,0.0857,,,29.22,5,-5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5746,q1_q17_dr25_koi,51.7,0.08,0.25,-0.3
6685526,K00861.01,Kepler-707 b,0,,,0.128,0.325,-0.127,0.0325,,,9.527,0.653,-0.653,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1914,0.5167,q1_q17_dr25_koi,30.7,0.14,0.15,-0.15
6756669,K00862.01,,0,,,0.211,0.02,-0.041,0.0591,,,16.497,0.312,-0.312,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2521,0.421,q1_q17_dr25_koi,1630.4,-0.34,0.3,-0.3
6784235,K00863.01,Kepler-708 b,0,,,0.026,0.366,-0.026,0.0426,,,11.389,0.58,-0.58,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2868,0.3588,q1_q17_dr25_koi,64.8,-0.02,0.25,-0.3
6849310,K00864.01,Kepler-244 b,0,,,0.196,0.221,-0.196,0.0511,,,12.25,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,86.1,0.16,0.15,-0.15
6849310,K00864.02,Kepler-244 d,0,,,0.383,0.081,-0.383,0.1423,,,32,10.6,-10.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,37.8,0.16,0.15,-0.15
6849310,K00864.03,Kepler-244 c,0,,,0.9,0.023,-0.633,0.0881,,,22.2,11,-11,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,21.1,0.16,0.15,-0.15
6862328,K00865.01,,0,,,0.076,0.173,-0.076,0.4582,,,120.05,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,223.5,0.16,0.15,-0.15
9471974,K00119.02,Kepler-108 B c,0,,,0.812,0.048,-0.01,0.6972,,,61,30.3,-30.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,139.3,0.36,0.1,-0.15
6862603,K00866.01,,0,,,0.965,0.13,-0.043,0.0406,,,4.58,2.2,-2.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3029,0.3239,q1_q17_dr25_koi,58.3,-0.04,0.25,-0.3
7366258,K00880.01,Kepler-82 b,0,,,0.03,0.355,-0.03,0.1687,,,52.72,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,88,0.16,0.15,-0.15
7366258,K00880.02,Kepler-82 c,0,,,0.183,0.165,-0.183,0.2632,,,63.88,3.7,-3.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,155.5,0.16,0.15,-0.15
7366258,K00880.03,Kepler-82 e,0,,,0.209,0.165,-0.209,0.0621,,,15.59,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,59.3,0.16,0.15,-0.15
7366258,K00880.04,Kepler-82 d,0,,,0.479,0.416,-0.311,0.0339,,,8.7,3.3,-3.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.224,0.4695,q1_q17_dr25_koi,41.4,0.16,0.15,-0.15
7373451,K00881.01,Kepler-712 b,0,,,0.036,0.36,-0.036,0.1378,,,40.546,0.213,-0.213,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1611,0.5575,q1_q17_dr25_koi,62.4,-0.08,0.15,-0.15
6948054,K00869.04,Kepler-245 e,0,,,0.06,0.4,-0.06,0.04,,,12.14,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.153,0.5684,q1_q17_dr25_koi,30.5,0.04,0.15,-0.15
6949607,K00870.01,Kepler-28 b,0,,,0.17,0.201,-0.17,0.0537,,,19.7,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2589,0.4639,q1_q17_dr25_koi,62.8,-0.18,0.15,-0.15
6949607,K00870.02,Kepler-28 c,0,,,0.008,0.387,-0.008,0.0709,,,24.64,0.31,-0.31,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2589,0.4639,q1_q17_dr25_koi,51.8,-0.18,0.15,-0.15
7031517,K00871.01,,0,,,0.897,0.16,-0.072,0.1039,,,35.21,4.3,-4.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2865,0.3556,q1_q17_dr25_koi,307.5,-0.42,0.3,-0.3
11869052,K00120.01,,0,,,0.95,0.007,-0.668,0.1437,,,22.7,11.3,-11.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2678,0.3958,q1_q17_dr25_koi,18.5,0,0.3,-0.25
7109675,K00872.01,Kepler-46 b,0,,,0.67,0.028,-0.073,0.1956,,,49.6,10.9,-10.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1742,0.5484,q1_q17_dr25_koi,247.9,0.42,0.05,-0.15
7109675,K00872.02,Kepler-46 d,0,,,0.429,0.031,-0.429,0.0672,,,16.49,7.4,-7.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1742,0.5484,q1_q17_dr25_koi,29.2,0.42,0.05,-0.15
7118364,K00873.01,Kepler-710 b,0,,,0.025,0.404,-0.025,0.0524,,,16.107,0.342,-0.342,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2555,0.4191,q1_q17_dr25_koi,39.7,0.16,0.15,-0.15
7134976,K00874.01,Kepler-246 b,0,,,0.567,0.045,-0.448,0.0501,,,13.32,4.9,-4.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,60.8,0.16,0.15,-0.15
7134976,K00874.02,Kepler-246 c,0,,,0.387,0.062,-0.387,0.0907,,,24.72,8.9,-8.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,21.9,0.16,0.15,-0.15
7135852,K00875.01,,0,,,0.705,0.061,-0.311,0.0418,,,8.13,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3384,0.3803,q1_q17_dr25_koi,157.8,-0.06,0.15,-0.15
7270230,K00876.01,,0,,,7.361,46.99,-1.351,0.0698,,,38.6,19.1,-19.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2396,0.4415,q1_q17_dr25_koi,192.3,-0.12,0.3,-0.3
7287995,K00877.01,Kepler-81 b,0,,,0.327,0.084,-0.327,0.0554,,,18.69,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0853,0.6656,q1_q17_dr25_koi,87.2,-0.06,0.15,-0.15
7287995,K00877.02,Kepler-81 c,0,,,0.286,0.133,-0.286,0.0886,,,33.32,5.7,-5.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0853,0.6656,q1_q17_dr25_koi,57.6,-0.06,0.15,-0.15
7287995,K00877.03,Kepler-81 d,0,,,0.706,0.04,-0.505,0.1278,,,49.4,20.1,-20.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0853,0.6656,q1_q17_dr25_koi,14.9,-0.06,0.15,-0.15
3247396,K00121.01,,0,,,1.223,11.08,-0.215,0.0919,,,3.15,1.6,-1.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.303,0.3166,q1_q17_dr25_koi,76.8,-0.12,0.15,-0.15
7303253,K00878.01,Kepler-711 b,0,,,0.926,0.026,-0.538,0.1429,,,16.88,8.2,-8.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1646,0.5508,q1_q17_dr25_koi,53.3,-0.24,0.3,-0.3
5094751,K00123.01,Kepler-109 b,0,,,0.833,0.021,-0.576,0.0683,,,7.71,3.8,-3.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.291,0.3469,q1_q17_dr25_koi,125.6,-0.08,0.1,-0.1
7678434,K00892.01,Kepler-716 b,0,,,0.537,0.02,-0.478,0.0873,,,23,10.9,-10.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,64.5,0.18,0.15,-0.15
7678434,K00892.02,Kepler-716 c,0,,,0.836,0.101,-0.602,0.046,,,15.04,7.5,-7.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,15,0.18,0.15,-0.15
7685981,K00893.01,Kepler-717 b,0,,,0.899,0.013,-0.655,0.052,,,3.45,1.6,-1.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2916,0.3447,q1_q17_dr25_koi,45.1,-0.24,0.3,-0.3
7708215,K00894.01,,0,,,0.942,0.007,-0.008,0.0789,,,4.238,0.568,-0.568,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,60.4,0.07,0.25,-0.3
7373451,K00881.02,Kepler-712 c,0,,,0.731,0.139,-0.492,0.6732,,,174.7,76.5,-76.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1611,0.5575,q1_q17_dr25_koi,46.8,-0.08,0.15,-0.15
7377033,K00882.01,,0,,,1.091,11.83,-0.023,0.0259,,,5.28,2.6,-2.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2787,0.3888,q1_q17_dr25_koi,125.4,-1.24,0.3,-0.3
7380537,K00883.01,,0,,,0.001,0.061,-0.001,0.0335,,,11.4204,0.0214,-0.0214,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1392,0.5856,q1_q17_dr25_koi,1011.6,-0.4,0.35,-0.3
7434875,K00884.01,Kepler-247 c,0,,,0.049,0.273,-0.049,0.0837,,,26.081,0.65,-0.65,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,175.2,0.21,0.2,-0.35
8349582,K00122.01,Kepler-95 b,0,,,0,0.304,0,0.1017,,,23.181,0.263,-0.263,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.257,0.4213,q1_q17_dr25_koi,142,0.3,0.15,-0.15
7434875,K00884.02,Kepler-247 d,0,,,0.497,0.015,-0.44,0.1402,,,50,13,-13,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,52.7,0.21,0.2,-0.35
7434875,K00884.03,Kepler-247 b,0,,,0.252,0.22,-0.252,0.0418,,,12.86,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,41.6,0.21,0.2,-0.35
7455287,K00886.01,Kepler-54 b,0,,,0.192,0.096,-0.192,0.0616,,,26.89,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4064,0.2898,q1_q17_dr25_koi,48.5,-0.12,0.15,-0.15
7455287,K00886.02,Kepler-54 c,0,,,0.014,0.518,-0.014,0.0809,,,21.878,0.72,-0.72,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4064,0.2898,q1_q17_dr25_koi,31,-0.12,0.15,-0.15
7455287,K00886.03,Kepler-54 d,0,,,0.228,0.176,-0.228,0.117,,,60.9,14.2,-14.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4064,0.2898,q1_q17_dr25_koi,18.2,-0.12,0.15,-0.15
7458762,K00887.01,Kepler-713 b,0,,,0.712,0.175,-0.477,0.0748,,,16.55,6.3,-6.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,50.4,-0.02,0.25,-0.3
7552344,K00888.01,,0,,,0.908,0.005,-0.635,0.0175,,,4.12,2,-2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2665,0.398,q1_q17_dr25_koi,147.4,-0.54,0.35,-0.3
757450,K00889.01,Kepler-75 b,0,,,0.069,0.087,-0.069,0.0786,,,36.466,0.649,-0.649,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2043,0.4966,q1_q17_dr25_koi,388.2,-0.08,0.15,-0.15
7585481,K00890.01,Kepler-714 b,0,,,0.018,0.154,-0.018,0.0832,,,15.8546,0.0985,-0.0985,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3024,0.3288,q1_q17_dr25_koi,435.9,0.07,0.2,-0.35
